i_cd_ref;i_array_agg;i_count;f_cd_ref;f_array_agg;f_count;att_list;att_nb;media_nb;grappe_change;action;cas
318860;{318860};1;971788;{318860};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
367394;{367394};1;162927;{367394};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
407121;{407121};1;239325;{407121};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
415970;{415970};1;936258;{415970};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
416739;{416739};1;935777;{416739};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
426091;{426091};1;971789;{426091};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
432551;{432551};1;971745;{432551};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
432552;{432552};1;971801;{432552};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434112;{434112};1;435705;{434112};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434207;{434207};1;435838;{434207};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434290;{434290};1;839013;{434290};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434331;{434331};1;956736;{434331};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434153;{434153};1;434151;{434153,434155};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434155;{434155};1;434151;{434153,434155};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434483;{434483};1;970669;{434483};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434534;{434534};1;435543;{434534};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434560;{434560};1;4379;{434560};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434564;{434564};1;4776;{434564};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434575;{434575};1;435781;{434575};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434601;{434601};1;435912;{434601};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434603;{434603};1;886719;{434603};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434612;{434612};1;963689;{434612};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434387;{434387};1;434387;{434387,786522};2;;;2;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434459;{434459};1;434459;{434459,434655};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434460;{434460};1;434460;{434460,434462};2;;;8;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434462;{434462};1;434460;{434460,434462};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434466;{434466};1;434466;{434466,434659};2;;;10;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434654;{434654};1;962117;{434654};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434657;{434657};1;809935;{434657};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
436220;{436220};1;960102;{436220};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
434669;{434669};1;5167;{5167,434669,434670};3;;;;cas3: f_cd_ref;Merge attributes if exists;merge
434670;{434670};1;5167;{5167,434669,434670};3;;;;cas3: f_cd_ref;Merge attributes if exists;merge
434655;{434655};1;434459;{434459,434655};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434659;{434659};1;434466;{434466,434659};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434668;{434668};1;904296;{434668,904296};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
445260;{445260};1;971766;{445260};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
445824;{445824};1;966732;{445824};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
457224;{457224};1;953532;{457224};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
521555;{521555};1;795403;{521555,820325};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
535749;{535749};1;971804;{535749};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
535850;{535850};1;240287;{240287,535850,535851};3;;;;cas3: f_cd_ref;Merge attributes if exists;merge
535851;{535851};1;240287;{240287,535850,535851};3;;;;cas3: f_cd_ref;Merge attributes if exists;merge
546521;{546521};1;972246;{546521};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
608240;{608240};1;956887;{608240};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
608241;{608241};1;956888;{608241};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
610903;{610903};1;958525;{610903};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
611086;{611086};1;970959;{611086};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
611983;{611983};1;969492;{611983};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
612441;{612441};1;970961;{612441};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
612468;{612468};1;134553;{612468};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
612580;{612580};1;127625;{612580};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
612595;{612595};1;621773;{612595};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
612202;{612202};1;85904;{85904,612202};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
612442;{612442};1;970963;{91900,612442};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
612448;{612448};1;92629;{92629,612448};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
619752;{103562,619752};2;103562;{103562,619752};2;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
620975;{620975};1;128066;{620975};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
613141;{613141};1;88359;{88359,145122,613141};3;;;;cas3: f_cd_ref;Merge attributes if exists;merge
613632;{613632};1;81992;{81992,613632};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
627788;{627788};1;956675;{627788};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
642780;{642780};1;964501;{642780};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
642790;{642790};1;845156;{642790};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
642832;{642832};1;800038;{642832};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
642847;{642847};1;964525;{642847};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
642854;{642854};1;964526;{642854};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
659331;{659331};1;954145;{659331};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
659503;{659503};1;954984;{659503};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
659951;{659951};1;953515;{659951};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
659954;{659954};1;954276;{659954};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
660547;{660547};1;953524;{660547};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
660708;{660708};1;954263;{660708};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
699382;{699382};1;219747;{699382};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
699383;{699383};1;642565;{699383};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
716347;{716347};1;958631;{716347};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
717252;{717252};1;967653;{717252};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
717303;{717303};1;966256;{717303};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
717780;{717780};1;966398;{717780};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
718232;{718232};1;99805;{718232};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
718696;{718696};1;100905;{100905,718696};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
718801;{718801};1;132966;{132966,718801};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
721722;{721722};1;961903;{721722};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
770938;{770938};1;963539;{770938};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
770995;{770995};1;963845;{770995};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
778930;{778930};1;6417;{778930};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
774051;{774051};1;938211;{774051,780288};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
780288;{780288};1;938211;{774051,780288};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
782467;{782467};1;958492;{782467};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
784245;{784245};1;967875;{784245};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
786423;{786423};1;963661;{786423};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
786493;{786493};1;962102;{786493};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
786520;{786520};1;434083;{786520};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
788768;{788768};1;789228;{788768};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
788870;{788870};1;97085;{788870};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
786522;{786522};1;434387;{434387,786522};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
786539;{786539};1;5325;{5325,786539};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
789136;{113525,789136};2;113525;{113525,789136};2;;;12;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
788966;{788966};1;82408;{82408,788966};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
794476;{794476};1;964509;{794476};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
794527;{794527};1;964492;{794527};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
794528;{794528};1;964493;{794528};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
794764;{794764};1;954248;{794764};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
795502;{795502};1;964581;{795502};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
796727;{796727};1;794395;{796727};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
814441;{814441};1;814441;{66050,814441};2;;;1;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
814855;{814855};1;814855;{239800,814855};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
819640;{819640};1;5579;{819640};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
823613;{823613};1;823614;{823613};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
820325;{820325};1;795403;{521555,820325};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
822815;{822815};1;249073;{249073,822815};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
825041;{825041};1;825041;{66021,825041};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
851941;{851941};1;851942;{851941};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
853178;{853178};1;163250;{853178};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
902013;{902013};1;434208;{902013};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
902926;{902926};1;965162;{902926};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
903074;{903074};1;6352;{903074};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
906445;{906445};1;965231;{906445};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
906451;{906451};1;965239;{906451};1;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
919053;{781894,919053};2;249596;{781894,919053};2;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
904296;{904296};1;904296;{434668,904296};2;;;7;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
930229;{715557,930229};2;715557;{715557,930229};2;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
930620;{5180,930620};2;5180;{5180,930620};2;;;5;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
930623;{5182,930623};2;5182;{5182,930623};2;;;3;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
931023;{434666,931023};2;434666;{434666,931023};2;;;;cas1;Update cd_ref no changes for attributes and medium;update cd_ref
101864;{101864,102570};2;101864;{101864};1;;;;cas2;Keep attributes and medium;split
102019;{101936,102019,102023};3;102019;{102019};1;;;;cas2;Keep attributes and medium;split
102078;{101605,102078};2;102078;{102078};1;;;;cas2;Keep attributes and medium;split
102139;{102139,102470};2;102139;{102139};1;;;;cas2;Keep attributes and medium;split
102447;{101591,102447};2;102447;{102447};1;;;;cas2;Keep attributes and medium;split
102519;{101809,102519};2;102519;{102519};1;;;;cas2;Keep attributes and medium;split
102691;{102644,102691};2;102691;{102691};1;;;;cas2;Keep attributes and medium;split
101864;{101864,102570};2;102570;{102570};1;;;;cas2;Loose attributes and medium now attach to 101864;split
102019;{101936,102019,102023};3;101936;{101936};1;;;;cas2;Loose attributes and medium now attach to 102019;split
102019;{101936,102019,102023};3;102023;{102023};1;;;;cas2;Loose attributes and medium now attach to 102019;split
102078;{101605,102078};2;101605;{101605};1;;;;cas2;Loose attributes and medium now attach to 102078;split
102139;{102139,102470};2;102470;{102470};1;;;;cas2;Loose attributes and medium now attach to 102139;split
102447;{101591,102447};2;101591;{101591};1;;;;cas2;Loose attributes and medium now attach to 102447;split
102519;{101809,102519};2;101809;{101809};1;;;;cas2;Loose attributes and medium now attach to 102519;split
102691;{102644,102691};2;102644;{102644};1;;;;cas2;Loose attributes and medium now attach to 102691;split
149732;{149732};1;114297;{114297,149732};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
151071;{151071};1;120512;{120512,151071};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434566;{434566};1;5322;{5322,434566};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434576;{434576};1;5347;{5347,434576};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434611;{434611};1;5072;{5072,434611};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
434561;{434561};1;4400;{4400,434561};2;;;;cas3: 2 grappes, cas3: f_cd_ref;Merge attributes if exists;merge
